,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
372,Teriberka,100,RU,1505416610,99,69.16,35.15,41.91,20.04
373,Ning’an,0,CN,1505416611,82,44.38,129.43,37.14,1.36
374,Paamiut,92,GL,1505416611,81,61.99,-49.67,44.88,40.96
375,Salinas,90,US,1505415300,64,36.68,-121.66,69.8,10.29
376,Al Mijlad,76,SD,1505416611,93,11.03,27.73,74.31,5.28
377,Fengcheng,64,CN,1505416612,70,40.45,124.07,60.0,5.17
378,Yar-Sale,24,RU,1505416612,100,66.83,70.83,34.08,3.38
379,Okhotsk,92,RU,1505416612,100,59.38,143.3,47.58,3.04
380,Celina,90,US,1505415300,88,40.55,-84.57,68.0,4.61
381,Katangi,20,IN,1505416612,98,21.78,79.78,72.6,1.25
382,Salamiyah,0,SY,1505416612,35,35.01,37.05,73.41,3.6
383,Bulgan,92,MN,1505416613,90,48.81,103.53,41.46,2.93
384,Mama,36,RU,1505416613,90,58.31,112.9,36.87,3.04
385,Phunphin,76,TH,1505416613,94,9.11,99.23,76.2,5.28
386,Raha Tiga,88,ID,1505416613,100,-4.83,122.72,77.64,6.17
387,Anadyr,24,RU,1505416613,100,64.75,177.48,33.18,11.21
388,Redmond,1,US,1505415480,42,47.67,-122.12,69.8,10.29
389,Dothan,40,US,1505415480,54,31.22,-85.39,87.8,8.05
390,Bermeo,40,ES,1505415600,77,43.42,-2.72,59.0,4.05
391,Basco,32,PH,1505416614,100,20.45,121.97,84.84,13.78
392,Namibe,0,AO,1505416618,100,-15.2,12.15,65.76,12.1
393,Havoysund,75,NO,1505415000,75,71.0,24.66,44.6,20.8
394,Muncie,90,US,1505411760,60,40.19,-85.39,71.6,5.82
395,Waddan,0,LY,1505416618,30,29.16,16.14,81.69,6.96
396,Baykit,80,RU,1505416496,91,61.67,96.37,33.36,8.3
397,Helsinki,75,FI,1505415000,93,60.17,24.94,53.6,6.93
398,Evensk,20,RU,1505416618,100,61.95,159.23,37.77,8.63
399,Snihurivka,0,UA,1505416396,56,47.08,32.81,64.77,5.61
400,Orobo,40,BR,1505412000,57,-7.75,-35.6,78.8,18.34
401,Achham,12,NP,1505416618,95,29.05,81.3,72.78,2.59
402,Dunda,0,TZ,1505416619,37,-8.12,34.25,73.5,14.56
403,Golden,1,US,1505414160,15,39.76,-105.22,89.6,5.82
404,Musafirkhana,56,IN,1505416619,85,26.37,81.8,82.23,2.15
405,Cap Malheureux,20,MU,1505412000,77,-19.98,57.61,66.2,9.17
406,Berlevag,75,NO,1505415000,93,70.86,29.09,39.2,25.28
407,Zhanaozen,12,KZ,1505416619,18,43.3,52.8,67.47,9.86
408,Torres,92,BR,1505416619,66,-29.34,-49.73,79.08,6.96
409,Kotma,12,IN,1505416619,94,23.2,81.97,73.14,2.82
410,Zhezqazghan,0,KZ,1505416620,75,47.78,67.77,47.76,5.95
411,Ólafsvík,48,IS,1505416453,100,64.89,-23.71,48.48,6.85
412,Binzhou,56,CN,1505416620,80,37.37,118.02,60.63,2.71
413,Beirut,40,LB,1505412000,79,33.89,35.49,84.2,10.29
414,Norman Wells,75,CA,1505415600,71,65.28,-126.83,53.6,4.7
415,Turku,92,FI,1505415000,93,60.45,22.27,53.6,3.36
416,Siwana,68,IN,1505416620,90,25.63,72.42,76.83,3.04
417,Kargopol,80,RU,1505416620,94,61.51,38.95,52.8,9.64
418,Rocha,12,UY,1505416621,89,-34.48,-54.33,65.04,9.86
419,Pecos,1,US,1505415300,16,31.42,-103.49,98.6,3.36
420,Mandera,80,KE,1505416621,36,3.94,41.87,88.8,10.65
421,Newark,75,US,1505415360,54,40.74,-74.17,82.4,12.75
422,Fatsa,0,TR,1505416621,91,41.03,37.5,60.54,1.7
423,Vila Franca do Campo,75,PT,1505415600,69,37.72,-25.43,73.4,8.05
424,Scarness,0,AU,1505416621,100,-25.28,152.85,62.61,13.56
425,Adrar,0,DZ,1505415600,10,27.87,-0.29,100.4,16.11
426,Cherskiy,92,RU,1505416622,100,68.75,161.3,33.0,7.18
427,Palmer,75,US,1505413500,69,42.16,-72.33,80.6,12.75
428,Arenal,40,BR,1505412000,62,-7.57,-72.62,86.0,10.29
429,Kudahuvadhoo,48,MV,1505416622,100,2.67,72.89,80.34,9.19
430,Portland,40,US,1505415360,59,45.52,-122.68,69.8,4.7
431,Ancona,0,IT,1505415000,50,43.6,13.51,75.2,12.75
432,La Baule-Escoublac,0,FR,1505415600,82,47.29,-2.36,57.2,8.05
433,Mehran,0,IR,1505412000,15,33.12,46.16,71.6,2.24
434,Srednekolymsk,88,RU,1505416623,84,67.45,153.68,29.94,3.15
435,Baghdad,0,IQ,1505415600,16,33.34,44.4,91.4,3.36
436,Angul,20,IN,1505416415,87,20.85,85.1,78.27,4.61
437,Sindi,75,IN,1505413800,94,20.8,78.87,78.8,4.61
438,Abha,20,SA,1505412000,22,18.22,42.51,77.0,13.87
439,Tapiramuta,64,BR,1505416624,82,-11.85,-40.79,71.61,10.65
440,Aborlan,90,PH,1505412000,94,9.44,118.55,78.8,6.93
441,Allanridge,0,ZA,1505416627,41,-27.75,26.64,67.74,4.94
442,Marsa Matruh,0,EG,1505412000,69,31.35,27.25,78.8,13.87
443,Severo-Kurilsk,32,RU,1505416627,92,50.68,156.12,47.94,14.0
444,Hailar,20,CN,1505416628,85,49.2,119.7,43.98,8.08
445,Porto Seguro,75,BR,1505415600,78,-16.45,-39.06,75.2,16.11
446,Venancio Aires,92,BR,1505416628,92,-29.61,-52.19,65.76,6.17
447,Marawi,44,PH,1505416424,98,8.0,124.29,66.03,0.92
448,Geraldton,20,AU,1505415600,81,-28.77,114.6,53.6,8.05
449,Polewali,0,ID,1505416628,100,-3.43,119.34,75.21,9.08
450,Solhan,0,TR,1505416629,59,38.96,41.03,56.22,1.59
451,Aden,20,YE,1505416427,100,12.78,45.04,86.01,11.54
452,Hvide Sande,92,DK,1505415000,93,56.0,8.13,53.6,6.93
453,Tongchuan,92,CN,1505416629,75,35.08,109.09,66.93,7.52
454,Allapalli,56,IN,1505416629,96,19.42,80.07,76.74,4.16
455,Qiryat Gat,20,IL,1505415000,78,31.61,34.76,82.4,4.7
456,Phalodi,36,IN,1505416629,80,27.13,72.37,76.47,5.95
457,Saint-Pierre,75,RE,1505413800,64,-21.34,55.48,71.6,6.93
458,Eureka,1,US,1505415300,77,40.8,-124.16,66.2,8.05
459,Sar-e Pul,0,AF,1505416630,72,36.22,65.93,43.8,2.26
460,Sinnamary,0,GF,1505416630,84,5.38,-52.95,84.3,10.09
461,Puerto Carreno,40,CO,1505412000,66,6.19,-67.49,87.8,8.05
462,Aflou,0,DZ,1505416630,41,34.11,2.1,76.38,3.38
463,Macapa,20,BR,1505412000,41,0.04,-51.07,96.8,12.75
464,Tchollire,48,CM,1505416631,82,8.4,14.17,76.74,4.38
465,Te Anau,32,NZ,1505416631,83,-45.42,167.72,50.91,15.01
466,Sao Filipe,0,CV,1505416631,89,14.9,-24.5,83.4,8.19
467,Caravelas,24,BR,1505416631,99,-17.71,-39.25,75.3,13.78
468,Srandakan,92,ID,1505416632,96,-7.94,110.25,70.98,3.6
469,Noyabrsk,64,RU,1505416632,100,63.2,75.45,35.79,7.07
470,Padang,56,ID,1505416353,100,-0.95,100.35,80.88,4.05
471,Mayo,40,US,1505415480,54,38.89,-76.51,82.4,5.82
472,Kahului,1,US,1505411760,74,20.89,-156.47,80.6,6.29
473,Asau,0,RO,1505415600,55,46.43,26.4,66.2,11.41
474,Ulladulla,0,AU,1505412000,58,-35.35,150.47,53.6,19.46
475,Skjervoy,75,NO,1505413200,70,70.03,20.97,48.2,19.46
476,Jacareacanga,12,BR,1505416633,43,-6.22,-57.75,95.64,3.6
477,Alleppey,92,IN,1505416633,100,9.49,76.33,77.64,7.4
478,Comodoro Rivadavia,0,AR,1505412000,26,-45.87,-67.5,60.8,18.34
479,Batemans Bay,0,AU,1505416633,75,-35.72,150.18,55.32,9.75
480,Eldivan,0,TR,1505415000,35,40.53,33.5,71.6,11.41
481,Pevek,92,RU,1505416634,100,69.7,170.31,36.06,17.25
482,Kochki,68,RU,1505416634,76,54.34,80.48,46.14,10.54
483,Humaita,0,BR,1505416635,47,-7.51,-63.02,92.58,2.93
484,Nome,75,US,1505415180,100,64.5,-165.41,33.8,3.36
485,Surt,0,LY,1505416635,91,31.21,16.59,78.18,9.98
486,Umm Kaddadah,32,SD,1505416635,65,13.6,26.69,80.25,9.75
487,Saint-Joseph,75,RE,1505413800,64,-21.37,55.62,71.6,6.93
488,Naze,80,JP,1505416636,100,28.37,129.48,82.68,22.06
489,Dazhou,44,CN,1505416636,83,31.22,107.5,70.35,2.59
490,Yalinga,76,CF,1505416639,81,6.5,23.27,76.83,7.29
491,Krasnyy Chikoy,24,RU,1505416639,86,50.36,108.75,34.53,2.15
492,Mananara Avaratra,0,MG,1505416639,100,-16.17,49.77,68.73,4.83
493,Voh,0,NC,1505416640,100,-20.97,164.7,69.9,2.48
494,Lerwick,92,GB,1505415000,93,60.15,-1.15,53.6,18.34
495,Jinhua,8,CN,1505416640,81,41.43,128.03,32.1,1.92
496,Darab,44,IR,1505416641,30,28.75,54.54,67.74,0.36
497,Somalia,48,SO,1505416641,37,6.0,48.0,88.08,10.98
498,Myanaung,56,MM,1505416641,96,18.28,95.32,77.37,5.17
499,Apricena,0,IT,1505411700,100,41.78,15.44,71.6,9.17
500,Ejea de los Caballeros,44,ES,1505415600,48,42.13,-1.14,64.4,17.22
501,Baiyin,0,CN,1505412000,100,36.56,104.21,48.2,2.24
502,Beyneu,24,KZ,1505416642,29,45.32,55.2,68.64,9.98
503,Cerkezkoy,0,TR,1505415000,60,41.28,28.0,68.0,11.41
504,Ust-Omchug,24,RU,1505416643,68,61.15,149.63,20.04,2.37
505,Port Blair,88,IN,1505416561,100,11.67,92.75,79.71,18.7
506,Dunedin,44,NZ,1505416483,75,-45.87,170.5,48.66,9.31
507,Helsinki,75,FI,1505415000,93,60.17,24.94,53.6,6.93
508,Ramkola,44,IN,1505416644,91,26.9,83.84,79.26,4.38
509,Daoukro,8,CI,1505416644,79,7.06,-3.96,83.04,2.37
510,Umm Lajj,0,SA,1505416541,77,25.02,37.27,84.48,5.95
511,Mussoorie,12,IN,1505416644,94,30.45,78.08,64.41,2.59
512,General Pico,80,AR,1505416645,45,-35.66,-63.76,62.79,19.15
513,Thinadhoo,64,MV,1505416645,100,0.53,72.93,82.14,4.72
514,Westport,20,US,1505415360,78,41.14,-73.36,80.6,8.05
515,Ugoofaaru,92,MV,1505416347,98,5.67,73.0,82.86,14.23
516,Hasaki,75,JP,1505413800,68,35.73,140.83,69.8,9.17
517,Enid,1,US,1505415360,28,36.4,-97.88,96.8,13.87
518,Merauke,76,ID,1505416646,93,-8.47,140.33,76.92,14.23
519,Muroto,92,JP,1505416646,100,33.28,134.15,77.91,27.87
520,Bud,90,US,1505414100,64,39.45,-86.18,73.4,4.38
521,Diego de Almagro,0,CL,1505416647,59,-26.37,-70.05,65.67,3.6
522,Pisco,0,PE,1505412000,64,-13.7,-76.22,68.0,23.04
523,Jevargi,88,IN,1505416647,89,17.02,76.77,76.38,4.72
524,Dharchula,24,IN,1505416648,78,29.85,80.53,54.15,0.69
525,Gurupi,0,BR,1505416648,33,-11.73,-49.07,94.2,8.19
526,Akdepe,0,TM,1505413800,45,42.06,59.38,68.0,2.24
527,Astara,40,IR,1505415600,88,38.43,48.87,77.0,2.24
528,Pangnirtung,90,CA,1505415600,93,66.15,-65.71,37.4,6.93
529,Lakes Entrance,92,AU,1505416649,88,-37.88,147.98,52.35,15.01
530,Umea,90,SE,1505415000,93,63.83,20.26,53.6,8.05
531,Rosarito,40,MX,1505415360,64,32.33,-117.03,77.0,9.17
532,Dakar,20,SN,1505415600,74,14.69,-17.44,84.2,9.17
533,Bilibino,88,RU,1505416650,84,68.05,166.44,26.88,3.6
534,Yatou,0,CN,1505416651,86,37.15,122.38,67.74,9.19
535,Peace River,75,CA,1505415600,81,56.25,-117.29,48.2,3.36
536,Los Llanos de Aridane,40,ES,1505415600,78,28.66,-17.92,75.2,11.41
537,Modasa,48,IN,1505416651,91,23.47,73.3,77.1,3.15
538,Lauta Dorf,40,DE,1505415000,71,51.47,14.07,51.8,18.34
539,Santiago Juxtlahuaca,32,MX,1505416655,71,17.33,-98.02,70.89,3.04
540,Nemuro,68,JP,1505416655,100,43.32,145.57,58.92,9.42
